id	en	sv		
788	Terrorism	Terrorism		
789	Mysteriet på Greveholm	Mysteriet_på_Greveholm		
790	Mesopotamia	Mesopotamien		
791	John Travolta	John_Travolta		
792	Umeå	Umeå		
793	N	N		
794	Ingvar Kamprad	Ingvar_Kamprad		
795	Jean-Jacques Rousseau	Jean-Jacques_Rousseau		
796	Uganda	Uganda		
797	Walt Disney	Walt_Disney		
798	Liver	Lever		
799	Standard deviation	Standardavvikelse		
800	Lund	Lund		
801	Hermeneutics	Hermeneutik		
802	Silver	Silver		
803	Mathematics	Matematik		
804	Iraq War	Irakkriget		
805	Chocolate	Choklad		
806	Thomas Edison	Thomas_Edison		
807	Mammal	Däggdjur		
808	Statue of Liberty	Frihetsgudinnan		
809	House of Bernadotte	Bernadotte		
810	Ralf Edström	Ralf_Edström		
811	Digestion	Matspjälkning		
812	Cognitive behavioral therapy	Kognitiv_beteendeterapi		
813	American Idol	American_Idol		
814	Nihilism	Nihilism		
815	Eukaryote	Eukaryoter		
816	Tin	Tenn		
817	Baltic Sea	Östersjön		
818	Led Zeppelin	Led_Zeppelin		
819	Allegory	Allegori		
820	Waffen-SS	Waffen-SS		
821	Fungus	Svampar		
822	Sugar	Socker		
823	Rock music	Rockmusik		
824	Amino acid	Aminosyra		
825	Scandinavia	Skandinavien		
826	Latvia	Lettland		
827	Film	Film		
828	Animal	Djur		
829	Area 51	Area_51		
830	San Francisco	San_Francisco		
831	Linux	Linux		
832	A.C. Milan	AC_Milan		
833	Södermalm	Södermalm		
834	Lean manufacturing	Lean_production		
835	Burqa	Burka		
836	Health	Hälsa		
837	Behaviorism	Behaviorism		
838	Integrity	Integritet		
839	Per Brahe	Per_Brahe		
840	HIV	HIV		
841	Psychoanalysis	Psykoanalys		
842	Sex organ	Könsorgan		
843	Wayne Gretzky	Wayne_Gretzky		
844	Genetics	Genetik		
845	Liberal People's Party (Sweden)	Folkpartiet		
846	Christmas	Jul		
847	Blood type	Blodgrupp		
848	Postmodernism	Postmodernism		
849	Black Sabbath	Black_Sabbath		
850	Bruce Springsteen	Bruce_Springsteen		
851	Hades	Hades		
852	Wales	Wales		
853	Inch	Tum		
854	Jews	Judar		
855	History of Sweden	Sveriges_historia		
856	Nervous system	Nervsystemet		
857	The Lion King	Lejonkungen		
858	Globalization	Globalisering		
859	South Korea	Sydkorea		
860	David Beckham	David_Beckham		
861	Planet	Planet		
862	Pär Lagerkvist	Pär_Lagerkvist		
863	Music	Musik		
864	Copper	Koppar		
865	Master of Science in Engineering	Civilingenjör		
866	Absinthe	Absint		
867	Homer	Homeros		
868	Ejaculation	Ejakulation		
869	Protestant Reformation	Reformationen		
870	Imperialism	Imperialism		
871	Rihanna	Rihanna		
872	Maya peoples	Mayaindianer		
873	North America	Nordamerika		
874	Sausage	Korv		
875	Sushi	Sushi		
876	Canary Islands	Kanarieöarna		
877	Prime number	Primtal		
878	Glucose	Glukos		
879	Counter-Strike	Counter-Strike		
880	Marco Polo	Marco_Polo		
881	Guillain–Barré syndrome	Guillain-Barrés_syndrom		
882	Malaysia	Malaysia		
883	Verb	Verb		
884	Monica Zetterlund	Monica_Zetterlund		
885	Fjortis	Fjortis		
886	Kama Sutra	Kama_Sutra		
887	David Bowie	David_Bowie		
888	Bert Karlsson	Bert_Karlsson		
889	Shakira	Shakira		
890	Benito Mussolini	Benito_Mussolini		
891	Twilight (novel)	Om_jag_kunde_drömma		
892	Charles XIV John of Sweden	Karl_XIV_Johan		
893	Asterix	Asterix		
894	Margaret Thatcher	Margaret_Thatcher		
895	Stone Age	Stenåldern		
896	Faroe Islands	Färöarna		
897	Carl Michael Bellman	Carl_Michael_Bellman		
898	Agnes Carlsson	Agnes_Carlsson		
899	Stargate Universe	Stargate_Universe		
900	Vasco da Gama	Vasco_da_Gama		
901	Saddam Hussein	Saddam_Hussein		
902	Michael Nyqvist	Michael_Nyqvist		
903	Pulmonary edema	Lungödem		
904	Georg Wilhelm Friedrich Hegel	Friedrich_Hegel		
905	Carolina Gynning	Carolina_Gynning		
906	Semantics	Semantik		
907	Bicycle	Cykel		
908	Anatomy	Anatomi		
909	Steel	Stål		
910	Hemorrhoid	Hemorrojder		
911	Food chain	Näringskedja		
912	Eutrophication	Övergödning		
913	Mali	Mali		
914	Backstreet Boys	Backstreet_Boys		
915	How the West Was Won (TV series)	Familjen_Macahan		
916	Machu Picchu	Machu_Picchu		
917	Zombie	Zombie		
918	Taurine	Taurin		
919	List of ships of the Swedish Navy	Lista_över_svenska_örlogsfartyg		
920	Ghana	Ghana		
921	Discourse	Diskurs		
922	Antarctica	Antarktis		
923	Carbohydrate	Kolhydrat		
924	Galaxy	Galax		
925	Burma	Burma		
926	Disney's Adventures of the Gummi Bears	Bumbibjörnarna		
927	Torture	Tortyr		
928	Jordan	Jordanien		
929	Yemen	Jemen		
930	Hippie	Hippie		
931	Susning.nu	Susning.nu		
932	Communication	Kommunikation		
933	Eritrea	Eritrea		
934	Apollo	Apollon		
935	Smallville	Smallville		
936	Yugoslavia	Jugoslavien		
937	Taliban	Taliban		
938	Spider	Spindlar		
939	Pancreas	Bukspottkörtel		
940	Propaganda	Propaganda		
941	Liza Marklund	Liza_Marklund		
942	Green Party (Sweden)	Miljöpartiet		
943	Human rights	Mänskliga_rättigheter		
944	Tuberculosis	Tuberkulos		
945	Syria	Syrien		
946	Hectare	Hektar		
947	Enzyme	Enzym		
948	Athens	Aten		
949	Harry Potter and the Deathly Hallows	Harry_Potter_och_dödsrelikerna		
950	David Guetta	David_Guetta		
951	Clash of the Choirs	Körslaget		
952	The Godfather	Gudfadern_(film)		
953	Anne Frank	Anne_Frank		
954	Physics	Fysik		
955	Municipality	Kommun		
956	Jay-Z	Jay-Z		
957	Henrik Schyffert	Henrik_Schyffert		
958	Sällskapsresan	Sällskapsresan		
959	Polar bear	Isbjörn		
960	Guillotine	Giljotin		
961	City	Stad		
962	VPN (disambiguation)	VPN		
963	Chelsea F.C.	Chelsea_FC		
964	Salt (chemistry)	Salter		
965	Kalmar Union	Kalmarunionen		
966	Essay	Essä		
967	USB flash drive	USB-minne		
968	Lapland (Sweden)	Lappland		
969	Cognitive therapy	Kognitiv_terapi		
970	Allan Edwall	Allan_Edwall		
971	Assassination of Olof Palme	Palmemordet		
972	John Locke	John_Locke		
973	Agnetha Fältskog	Agnetha_Fältskog		
974	Body piercing	Piercing		
975	Oscar Wilde	Oscar_Wilde		
976	Republic of Macedonia	Makedonien		
977	Babylon	Babylon		
978	Mötley Crüe	Mötley_Crüe		
979	Clint Eastwood	Clint_Eastwood		
980	Viking Age	Vikingatiden		
981	Vatican City	Vatikanstaten		
982	Transistor	Transistor		
983	Osmosis	Osmos		
984	Desert	Öken		
985	Zimbabwe	Zimbabwe		
986	Vaccination	Vaccination		
987	Magnus Betnér	Magnus_Betnér		
988	List of country calling codes	Landsnummer		
989	Monaco	Monaco		
990	Chemistry	Kemi		
991	Basketball	Basket		
992	German language	Tyska		
993	Nuclear fusion	Fusion		
994	Costa Rica	Costa_Rica		
995	Nicolaus Copernicus	Nicolaus_Copernicus		
996	Halmstad	Halmstad		
997	Ephedrine	Efedrin		
998	Öland	Öland		
999	Thyroid	Sköldkörtel		
1000	Light	Ljus		
1001	20th century	1900-talet		
1002	Phil Spector	Phil_Spector		
1003	OSI model	OSI-modellen		
1004	Dalarna	Dalarna		
1005	10/01/19	19_oktober		
1006	Universe	Universum		
1007	Swedish alphabet	Svenska_alfabetet		
1008	Runes	Runor		
1009	Pink Floyd	Pink_Floyd		
1010	Heavy metal music	Heavy_metal		
1011	Capacitor	Kondensator		
1012	Cattle	Nötkreatur		
1013	Malmö FF	Malmö_FF		
1014	Åland Islands	Åland		
1015	Kazan	Kazan		
1016	Cambodia	Kambodja		
1017	Manchester United F.C.	Manchester_United_FC		
1018	Al Pacino	Al_Pacino		
1019	Continent	Världsdelar_och_kontinenter		
1020	In Flames	In_Flames		
1021	Panic disorder	Panikångest		
1022	Autumn	Höst		
1023	Hard disk drive	Hårddisk		
1024	Anton Abele	Anton_Abele		
1025	Saab	Saab		
1026	Sudan	Sudan		
1027	Palestine	Palestina		
1028	Alaska	Alaska		
1029	Human evolution	Människans_utveckling		
1030	Gustaf V of Sweden	Gustaf_V		
1031	Stockholm Bloodbath	Stockholms_blodbad		
1032	Red Hot Chili Peppers	Red_Hot_Chili_Peppers		
1033	Combined oral contraceptive pill	P-piller		
1034	Narcissism	Narcissism		
1035	Jean Piaget	Jean_Piaget		
1036	Hermaphrodite	Hermafrodit		
1037	W	W		
1038	Per Myrberg	Per_Myrberg		
1039	Al Capone	Al_Capone		
1040	Tabula rasa	Tabula_rasa		
1041	David Batra	David_Batra		
1042	Venice	Venedig		
1043	Pandemic	Pandemi		
1044	Isotope	Isotop		
1045	Sect	Sekt		
1046	Hydrochloric acid	Saltsyra		
1047	Niqāb	Niqab		
1048	John Ausonius	John_Ausonius		
1049	Göran Persson	Göran_Persson		
1050	Heath Ledger	Heath_Ledger		
1051	Fish	Fiskar		
1052	Power (physics)	Effekt		
1053	Bridge	Bro		
1054	Moses	Mose		
1055	Rwandan Genocide	Folkmordet_i_Rwanda		
1056	Bangladesh	Bangladesh		
1057	Zac Efron	Zac_Efron		
1058	Supernova	Supernova		
1059	Metal	Metall		
1060	Snow White and the Seven Dwarfs (1937 film)	Snövit_och_de_sju_dvärgarna		
1061	Södermanland	Södermanland		
1062	Charles XI of Sweden	Karl_XI		
1063	Ethnic group	Etnicitet		
1064	Armenia	Armenien		
1065	Pulse	Puls		
1066	Kyoto Protocol	Kyotoprotokollet		
1067	Gulliver's Travels	Gullivers_resor		
1068	Ulf Lundell	Ulf_Lundell		
1069	Fidel Castro	Fidel_Castro		
1070	Molecule	Molekyl		
1071	Maldives	Maldiverna		
1072	Chris Brown (American entertainer)	Chris_Brown		
1073	10/01/20	20_oktober		
1074	Protestantism	Protestantism		
1075	Pedagogy	Pedagogik		
1076	Uranium	Uran		
1077	Russian Revolution	Ryska_revolutionen		
1078	Irony	Ironi		
1079	Achilles	Akilles		
1080	Tomas Tranströmer	Tomas_Tranströmer		
1081	Candide	Candide		
1082	Tree	Träd		
1083	Realism	Realism		
1084	Midsummer	Midsommar		
1085	Boeing 747	Boeing_747		
1086	Niklas Strömstedt	Niklas_Strömstedt		
1087	Till Lindemann	Till_Lindemann		
1088	Pragmatics	Pragmatik		
1089	Quercus robur	Ek		
1090	Ebba Grön	Ebba_Grön		
1091	Cuban missile crisis	Kubakrisen		
1092	Frankenstein	Frankenstein		
1093	Steven Spielberg	Steven_Spielberg		
1094	Language	Språk		
1095	Jämtland	Jämtland		
1096	Coca-Cola	Coca-Cola		
1097	Secularization	Sekularisering		
1098	Migraine	Migrän		
1099	Larry Hagman	Larry_Hagman		
1100	Biofuel	Biobränsle		
1101	Algeria	Algeriet		
1102	Vladimir Lenin	Vladimir_Lenin		
1103	Trojan War	Trojanska_kriget		
1104	European Hedgehog	Igelkott		
1105	Hans Christian Andersen	H.C._Andersen		
1106	Uppland	Uppland		
1107	Pop music	Popmusik		
1108	Kurdistan	Kurdistan		
1109	Dogge Doggelito	Dogge_Doggelito		
1110	19th century	1800-talet		
1111	Wallander (disambiguation)	Wallander		
1112	Sertraline	Sertralin		
1113	Art Nouveau	Jugend		
1114	Augustus	Augustus		
1115	Obsessive–compulsive disorder	Tvångssyndrom		
1116	Peter Haber	Peter_Haber		
1117	History	Historia		
1118	Ecuador	Ecuador		
1119	Lucifer	Lucifer		
1120	Covalent bond	Kovalent_bindning		
1121	Belarus	Vitryssland		
1122	Bluetooth	Bluetooth		
1123	Psychopathy	Psykopati		
1124	Josef Mengele	Josef_Mengele		
1125	Sociology	Sociologi		
1126	Manga	Manga		
1127	Johann Sebastian Bach	Johann_Sebastian_Bach		
1128	Gävle	Gävle		
1129	Sylvia Vrethammar	Sylvia_Vrethammar		
1130	Charles X Gustav of Sweden	Karl_X_Gustav		
1131	Hotmail	Hotmail		
1132	Eddie Meduza	Eddie_Meduza		
1133	Astronomy	Astronomi		
1134	Amyotrophic lateral sclerosis	Amyotrofisk_lateralskleros		
1135	Wild boar	Vildsvin		
1136	Swedish krona	Svensk_krona		
1137	Rastafari movement	Rastafari		
1138	Plastic	Plast		
1139	Ola Rapace	Ola_Rapace		
1140	Melinda Kinnaman	Melinda_Kinnaman		
1141	Government of Sweden	Sveriges_regering		
1142	Roman mythology	Romersk_mytologi		
1143	Malena Ernman	Malena_Ernman		
1144	List of elements	Lista_över_grundämnen		
1145	Brad Pitt	Brad_Pitt		
1146	Skilda världar	Skilda_världar		
1147	Government	Regering		
1148	Dreambox	Dreambox		
1149	Daniel Defoe	Daniel_Defoe		
1150	Nationalencyklopedin	Nationalencyklopedin		
1151	Mona Lisa	Mona_Lisa		
1152	Business cycle	Konjunktur		
1153	Anna Paquin	Anna_Paquin		
1154	The Hills	The_Hills		
1155	Sourdough	Surdeg		
1156	Gravitation	Gravitation		
1157	Robinson Crusoe	Robinson_Crusoe		
1158	Odysseus	Odysseus		
1159	Carl Jung	Carl_Gustav_Jung		
1160	Bon Jovi	Bon_Jovi		
1161	Allmänna Idrottsklubben	AIK		
1162	Spanish language	Spanska		
1163	Organizational behavior	Organisationsteori		
1164	Dynamite	Dynamit		
1165	NATO	Nato		
1166	Freemasonry	Frimureri		
1167	Sri Lanka	Sri_Lanka		
1168	Microsoft	Microsoft		
1169	Animal	Djur		
1170	European polecat	Iller		
1171	Texas	Texas		
1172	Jens Lapidus	Jens_Lapidus		
1173	Billie Joe Armstrong	Billie_Joe_Armstrong		
1174	Hierarchy	Hierarki		
1175	Gustaf Fröding	Gustaf_Fröding		
1176	Battery (electricity)	Batteri		
1177	Nobility	Adel		
1178	Östersund	Östersund		
1179	Prefix	Prefix		
1180	Gran Canaria	Gran_Canaria		
1181	Drug	Drog		
1182	Linkin Park	Linkin_Park		
1183	Hemoglobin	Hemoglobin		
1184	U2	U2		
1185	Don Quixote	Don_Quijote		
1186	Negro	Neger		
1187	Erosion	Erosion		
1188	Växjö	Växjö		
1189	Joakim Thåström	Joakim_Thåström		
1190	Antidepressant	Antidepressiva_läkemedel		
1191	Taj Mahal	Taj_Mahal		
1192	Market economy	Marknadsekonomi		
1193	Lasse Åberg	Lasse_Åberg		
1194	Istanbul	Istanbul		
1195	Dan Andersson	Dan_Andersson		
1196	Max Martin	Max_Martin		
1197	Solar cell	Solcell		
1198	Floorball	Innebandy		
1199	Halo	Halo		
1200	Heat pump	Värmepump		
1201	Ronia the Robber's Daughter	Ronja_Rövardotter		
1202	Karma	Karma		
1203	Battle of Poltava	Slaget_vid_Poltava		
1204	Easter	Påsk		
1205	Kiruna	Kiruna		
1206	Tristan and Iseult	Tristan_och_Isolde		
1207	Ronnie Peterson	Ronnie_Peterson		
1208	Jodie Foster	Jodie_Foster		
1209	Jenna Jameson	Jenna_Jameson		
1210	Anemia	Anemi		
1211	Wi-Fi	Wi-Fi		
1212	Vi på Saltkråkan	Vi_på_Saltkråkan		
1213	Turning Torso	Turning_Torso		
1214	Julkalendern	Julkalendern_i_Sveriges_Television		
1215	Hepatitis	Hepatit		
1216	Fyodor Dostoyevsky	Fjodor_Dostojevskij		
1217	Ethernet	Ethernet		
1218	Benzodiazepine	Bensodiazepiner		
1219	Immanuel Kant	Immanuel_Kant		
1220	List of political parties in Sweden	Lista_över_politiska_partier_i_Sverige		
1221	Nineteen Eighty-Four	1984_(roman)		
1222	Tennis	Tennis		
1223	Robbie Williams	Robbie_Williams		
1224	Mercury (planet)	Merkurius		
1225	Franklin D. Roosevelt	Franklin_D._Roosevelt		
1226	Amazon rainforest	Amazonas_regnskog		
1227	Osama bin Laden	Usama_bin_Ladin		
1228	Trigonometry	Trigonometri		
1229	Streptococcus	Streptokocker		
1230	Helsinki	Helsingfors		
1231	J. R. R. Tolkien	J.R.R._Tolkien		
1232	Hybris	Hybris		
1233	Hard rock	Hårdrock		
1234	Anwar Sadat	Anwar_Sadat		
1235	National Board of Health and Welfare (Sweden)	Socialstyrelsen		
1236	Quentin Tarantino	Quentin_Tarantino		
1237	Plate tectonics	Plattektonik		
1238	Mercedes-Benz	Mercedes-Benz		
1239	Pink (singer)	Pink		
1240	Dopamine	Dopamin		
1241	Fever	Feber		
1242	Haiku	Haiku		
1243	Fat	Fett		
1244	10/01/21	21_oktober		
1245	Shanghai	Shanghai		
1246	Sodium chloride	Natriumklorid		
1247	IEEE 802.11	IEEE_802.11		
1248	Gustaf Skarsgård	Gustaf_Skarsgård		
1249	Carola Häggkvist	Carola_Häggkvist		
1250	Oliver Twist	Oliver_Twist		
1251	Hong Kong	Hongkong		
1252	Æsir	Asar		
1253	Visingsö	Visingsö		
1254	Socionom	Socionom		
1255	Plague (disease)	Pest		
1256	Pamela Anderson	Pamela_Anderson		
1257	Kashrut	Kosher		
1258	Jean Sibelius	Jean_Sibelius		
1259	Immigration	Invandring		
1260	Unemployment funds in Sweden	Arbetslöshetskassa		
1261	Mona Sahlin	Mona_Sahlin		
1262	Motherboard	Moderkort		
1263	List of musical instruments	Lista_över_musikinstrument		
1264	Curriculum vitae	Curriculum_vitae		
1265	Classical conditioning	Klassisk_betingning		
1266	Jim Carrey	Jim_Carrey		
1267	Sodomy	Sodomi		
1268	PlayStation 3	Playstation_3		
1269	Mineral	Mineral		
1270	Methane	Metan		
1271	Dress code (Western)	Klädkod		
1272	Grey's Anatomy	Grey's_Anatomy		
1273	Queen Silvia of Sweden	Drottning_Silvia		
1274	Zoophilia	Tidelag		
1275	Evert Taube	Evert_Taube		
1276	Germanic neopaganism	Asatro		
1277	Science	Vetenskap		
1278	Fernando Torres	Fernando_Torres		
1279	Volvo 200 Series	Volvo_240		
1280	Solar energy	Solenergi		
1281	Camera	Kamera		
1282	Yvonne Ryding	Yvonne_Ryding		
1283	Ohm's law	Ohms_lag		
1284	Nile	Nilen		
1285	Web colors	HTML-färger		
1286	Arabic language	Arabiska		
1287	East Germany	Östtyskland		
1288	Nikki Sixx	Nikki_Sixx		
1289	Myocardial infarction	Hjärtinfarkt		
1290	Logistics	Logistik		
1291	Gustav IV Adolf of Sweden	Gustav_IV_Adolf		
1292	Budapest	Budapest		
1293	Ronald Reagan	Ronald_Reagan		
1294	Leopard	Leopard		
1295	Victoria	Kronprinsessan_Victoria		
1296	Glass	Glas		
1297	Frank Sinatra	Frank_Sinatra		
1298	Stevie Wonder	Stevie_Wonder		
1299	Satire	Satir		
1300	The Matrix	Matrix		
1301	Lactose intolerance	Laktosintolerans		
1302	Ammonia	Ammoniak		
1303	The Latin Kings	The_Latin_Kings		
1304	Jewish history	Judendomens_historia		
1305	Genus (disambiguation)	Genus		
1306	Facit	Facit_AB		
1307	Amsterdam	Amsterdam		
1308	Vitamin	Vitaminer		
1309	Matrix (mathematics)	Matris		
1310	Janis Joplin	Janis_Joplin		
1311	Ancient Egypt	Forntida_Egypten		
1312	Shin splints	Benhinneinflammation		
1313	Thomas Bodström	Thomas_Bodström		
1314	Deep Purple	Deep_Purple		
1315	Municipalities of Sweden	Sveriges_kommuner		
1316	Pronoun	Pronomen		
1317	Slash	Slash		
1318	Rice	Ris		
1319	Mayhem (band)	Mayhem		
1320	Henry VIII of England	Henrik_VIII_av_England		
1321	Volvo Cars	Volvo_Personvagnar		
1322	Laos	Laos		
1323	Demography	Demografi		
1324	Quadratic equation	Andragradsekvation		
1325	Fredrik Skavlan	Fredrik_Skavlan		
1326	Rwanda	Rwanda		
1327	Psoriasis	Psoriasis		
1328	Women's suffrage	Kvinnlig_rösträtt		
1329	Correlation and dependence	Korrelation		
1330	Carl Larsson	Carl_Larsson		
1331	Rock (geology)	Bergart		
1332	Neoliberalism	Nyliberalism		
1333	Luxembourg	Luxemburg		
1334	Hermann Göring	Hermann_Göring		
1335	Demi Lovato	Demi_Lovato		
1336	Robin Hood	Robin_Hood		
1337	Mobile phone	Mobiltelefoni		
1338	Hollywood	Hollywood		
1339	Björn Gustafsson	Björn_Gustafsson		
1340	Om	Om		
1341	Skyscraper	Skyskrapa		
1342	Short story	Novell		
1343	Insulin	Insulin		
1344	Kalmar	Kalmar		
1345	Hijab	Hijab		
1346	H	H		
1347	Goddess	Gudinna		
1348	Chicago	Chicago		
1349	Caribbean	Västindien		
1350	Language	Språk		
1351	Paradigm	Paradigm		
1352	Great Pyramid of Giza	Cheopspyramiden		
1353	BDSM	BDSM		
1354	Magnesium	Magnesium		
1355	Karlstad	Karlstad		
1356	Ice age	Istid		
1357	Cynicism (contemporary)	Cynism		
1358	Developing country	Utvecklingsland		
1359	List of cat breeds	Lista_över_kattraser		
1360	List of municipalities of Sweden	Lista_över_Sveriges_kommuner		
1361	Anna Blomberg	Anna_Blomberg		
1362	Sydney	Sydney		
1363	Organization	Organisation		
1364	Halal	Halal		
1365	The Bold and the Beautiful	Glamour_(TV-serie)		
1366	Genghis Khan	Djingis_khan		
1367	Dirty Dancing	Dirty_Dancing		
1368	C (programming language)	C_(programspråk)		
1369	Baroque	Barocken		
1370	Great Northern War	Stora_nordiska_kriget		
1371	Oman	Oman		
1372	Executive Protection (film)	Livvakterna		
1373	Las Vegas	Las_Vegas		
1374	Hell's Kitchen (U.S.)	Hell's_Kitchen_(TV-serie)		
1375	Epilepsy	Epilepsi		
1376	Borås	Borås		
1377	Tintin (character)	Tintin		
1378	Cheese	Ost		
1379	Norrland	Norrland		
1380	Naruto	Naruto		
1381	Infinite Mass	Infinite_Mass		
1382	Sex Pistols	Sex_Pistols		
1383	Seinfeld	Seinfeld		
1384	Serial ATA	Serial_ATA		
1385	Jan Johansson (musician)	Jan_Johansson		
1386	Darin (singer)	Darin		
1387	Utilitarianism	Utilitarism		
1388	Halland	Halland		
1389	Uranus	Uranus		
1390	Melodifestivalen 2008	Melodifestivalen_2008		
1391	Species	Art		
1392	Tim Burton	Tim_Burton		
1393	Catch-22	Moment_22		
1394	Hydrocarbon	Kolväte		
1395	50 Cent	50_Cent		
1396	Jack Black	Jack_Black		
1397	Håkan Hellström	Håkan_Hellström		
1398	Spanish grammar	Spansk_grammatik		
1399	Lili & Susie	Lili_&_Susie		
1400	Balance sheet	Balansräkning		
1401	Troy	Troja		
1402	The O.C.	OC		
1403	Picea abies	Gran		
1404	Elizabeth II	Elizabeth_II		
1405	Elephant	Elefanter		
1406	Paradox	Paradox		
1407	Neil Patrick Harris	Neil_Patrick_Harris		
1408	The Chronicles of Narnia	Narnia		
1409	List of World Heritage Sites in Europe	Lista_över_världsarv_i_Europa		
1410	Carl Bildt	Carl_Bildt		
1411	Luleå	Luleå		
1412	Dyslexia	Dyslexi		
1413	Taylor Swift	Taylor_Swift		
1414	Organic chemistry	Organisk_kemi		
1415	Lindsay Lohan	Lindsay_Lohan		
1416	Edward Furlong	Edward_Furlong		
1417	Router (computing)	Router		
1418	Puerto Rico	Puerto_Rico		
1419	Primate	Primater		
1420	Klas Östergren	Klas_Östergren		
1421	Giraffe	Giraff		
1422	Determinism	Determinism		
1423	Alex Schulman	Alex_Schulman		
1424	Vowel	Vokal		
1425	HTTP cookie	Cookie		
1426	Champagne	Champagne		
1427	Cortisol	Kortisol		
1428	Kevin Borg	Kevin_Borg		
1429	Kate Bosworth	Kate_Bosworth		
1430	Activities of daily living	Allmän_daglig_livsföring		
1431	Will Smith	Will_Smith		
1432	Swedish cuisine	Svenska_köket		
1433	O	O		
1434	Marie Curie	Marie_Curie		
1435	Alzheimer's disease	Alzheimers_sjukdom		
1436	10/01/18	18_oktober		
1437	Barry Manilow	Barry_Manilow		
1438	Malin Åkerman	Malin_Åkerman		
1439	Frequency	Frekvens		
1440	Torah	Torah		
1441	Solidarity	Solidaritet		
1442	Light-emitting diode	Lysdiod		
1443	Karlskrona	Karlskrona		
1444	The Da Vinci Code	Da_Vinci-koden		
1445	Mexico City	Mexico_City		
1446	Finnish language	Finska		
1447	Testosterone	Testosteron		
1448	Melancholia	Melankoli		
1449	Gene Simmons	Gene_Simmons		
1450	Red squirrel	Ekorre		
1451	Deficits in attention	DAMP		
1452	XML	XML		
1453	Constellation	Stjärnbild		
1454	Sulfur	Svavel		
1455	Shabbat	Sabbat		
1456	Candy	Godis		
